西元前年,年份數字,紀年標題,同年序號,資料類型,國家,人物,事件詞,原文內容
前311,311,週報王四年（西元前三一一年）,33,考案,秦,張儀,滅、會,案：是時成都築城，以秦都咸陽為模式，因而有小咸陽之稱。董說《七國考》卷十四有“小咸陽”條。《太平寰宇記》卷七十二又引李膺《益州記》雲：“少城與大城俱築，惟西、南、北三壁，東即大城之西墉。”蓋咸陽如此佈局，沿用中原各國都城東面大郭連結西面內城之制。少城為官署與市所在。赤裡街為蜀王故治，裡以赤名，因蜀之先祖開明徙治成都，開明尚赤。張若徙治所於少城。志謂“內城營廣府舍，置鹽、鐵、市官並長、丞”，所謂“營廣府舍”，即指官署之府舍。所謂“置鹽、鐵、市官並長、丞”，蓋設置鹽、鐵、市官於少城，當即鹽鐵手工業作坊與市場所在。左思《蜀都賦》雲：“內則議殿爵堂……華闕雙邈，重門洞開……外則軌躅八達，裡閉對出，比屋連甍，千廡萬室，亦有甲第，當衢向術……亞以少城，接乎其西，市廛所會，萬商之淵，列隧百重，羅肆巨千，賄貨山積。”“內則議殿爵堂”云云，蓋三國時，蜀于此建都，少城之官署已改建為宮殿。“外則軌躅八達，裡閈對出”云云，蓋外城即大城，為甲第與居民之裡所在。所謂“亞以少城，接乎其西”，蓋少城正連接於大城即外城之西。“市廛所會”云云，蓋市場即在少城。李善注：“少城，小城也。在大城西，市在其中也。”任乃強《華陽國志校補圖注》謂大城乃張儀在滅蜀初所築，少城乃張若做蜀守後所築，並謂內城即大城，鹽、鐵、市官在內城，而“少城唯民居，而以商業繁盛見稱”。皆與史料不合，並不可信。鹽、鐵、市官之所在，必為市場與鹽鐵業所在，不容分處兩城。
前311,311,週報王四年（西元前三一一年）,34,史料,秦、齊、楚、燕、韓、趙、魏、周、吳、宋、蔡,張儀,攻,客卿為韓謂秦王曰：“韓瑉之議，知其君不知異君，知其國不知異國。彼公仲者，秦勢能詘之。秦之強，首之者瑉為疾矣（金正煒雲：“首”為“冒”之誤）。進齊、宋之兵，至首垣，遠薄梁郭，所以不及魏者（鮑本“及”作“反”），以為成而過南陽之道，欲以四國西首也。所以不者，皆曰燕亡于齊（“曰”下原衍“以”字，從鮑校刪），魏亡于秦，陳、蔡亡于楚，此皆絕地形，群臣比周以蔽其上，大臣為諸侯輕國也。今王位正（“位”通“蒞”，“正”通“政”），張儀之貴，不得議公孫郝，是從臣不事大臣也。公孫郝之貴，不得議甘茂，則大臣不得事近臣矣。貴賤不相事，各得其位，輻湊以事其上，則群臣之賢不肖可得而知也。王之明一也。公孫郝嘗疾齊、韓而不加貴（金正煒雲：“疾”疑當作“挾”），則大臣不敢為諸侯輕國矣。齊、韓嘗因公孫郝而不受，則諸侯不敢因群臣以為能矣。外內不相為，則諸侯之情偽可得而知也。王之明二也。公孫郝、樗裡疾請無攻韓，陳四辟去（吳師道雲：“四”疑當作“而”），王猶攻之也。甘茂約楚、趙而反敬魏（“敬”通“儆”），是其講我（“講”通“構”），茂且攻宜陽，王猶校之也。群臣之知無幾于王之明者！臣故願公仲之國以侍于王，而無自左右也。”（《韓策三》第十二章）
前311,311,週報王四年（西元前三一一年）,35,考案,秦、周,張儀,即位,案：時當秦武王初即位時，張儀尚在朝中。“今王位正”，王念孫雲：“位”讀為“蒞”，“正”讀為“政”，言自今王蒞政以來。據此可知，原來“群臣比周以蔽其上，大臣為諸侯輕”，武王蒞政以來，加以糾正，使群臣“各得其位，輻湊以事其上”，“外內不相為”，大權集中于國王，原來張儀、甘茂、公孫郝、樗裡疾分別挾諸侯以為重，相互爭奪權力。張儀成為甘茂、樗裡疾、公孫郝政治上之仇敵。
前311,311,週報王四年（西元前三一一年）,36,史料,韓、衛,,,如耳說衛嗣公，衛嗣公說而太息，左右曰：“公何為不相也？”公曰：“夫馬似鹿者而題之千金，然而有百金之馬，而無千金之鹿者，何也？馬為人用也。今如耳萬乘之相也。外有大國之意，其心不在衛，雖辯智，亦不為寡人用，吾是以不相也。”（《韓非子·外儲說右上》）
前311,311,週報王四年（西元前三一一年）,37,史料,韓、魏、衛,,,衛嗣君重如耳，愛世姬，而恐其皆因其愛重以壅己也，乃貴薄疑以敵如耳，尊魏姬以耦世姬，曰：“以是相參也。”(《韓非子·內儲說上》，《荀子·王制》楊注引“君”作“公”，“魏姬”作“魏妃”)
前311,311,週報王四年（西元前三一一年）,38,考案,魏、衛,,伐,案：《魏世家》哀王八年魏伐衛，如耳見衛君請罷魏兵，如耳因說魏王而罷兵。如耳之為衛所重，疑自此年始，而薄疑之用事于衛，亦與如耳相先後。
前311,311,週報王四年（西元前三一一年）,39,史料,衛,,,薄疑說衛嗣君以王術，嗣君應之曰：“所有者千乘也，願以受教。”薄疑對曰：“烏獲奉千鈞，又況一斤？”(《呂氏春秋·務大》)
前311,311,週報王四年（西元前三一一年）,40,史料,衛,,,衛嗣君欲重稅以聚粟，民弗安，以告薄疑，曰：“民甚愚矣，夫聚粟，將以為民也，其自藏之，與在於上奚擇？”薄疑曰：“不然。其在於民而君弗知，其弗如在上也；其在上而民弗知，其不如在民也。”(《呂氏春秋·審應》)
前311,311,週報王四年（西元前三一一年）,41,史料,韓、晉、衛、蔡,,,衛嗣君謂薄疑曰：“子小寡人之國，以為不足仕，則寡人力能仕子，請進爵以子為上卿。”乃進田萬頃。薄子曰：“疑之母親，以疑為能相萬乘，所不窕也，然疑家巫有蔡嫗者，疑母甚愛信之，屬之家事焉，疑智足以言家事，疑母盡以聽疑也，然已與疑言者，亦必複決之于蔡嫗也。故論疑之智能，以疑為能相萬乘而不窕也，論其親，則子母之間也，然猶不免議之于蔡嫗也。今疑之於人主也，非子母之親也，而人主皆有蔡嫗，人主之蔡嫗，必其重人也。重人者，能行私者也，夫行私者，繩之外也，而疑之所言，法之內也。繩之外與法之內，仇也，不相受也。”一曰：衛君之晉，謂薄疑曰：“吾欲與子皆行。”薄疑曰：“媼也在中，請歸與媼計之。”衛君自請，薄媼曰：“疑，君之臣也，君有意從之甚善。”衛君曰：“吾以（已）請之媼，媼許我矣。”薄疑歸言之媼也，曰：“衛君之愛疑，奚與媼？”媼曰：“不如吾愛子也。”“衛君之賢疑，奚與媼也？”曰：“不如吾賢子也。”“媼與疑計，家事已決矣，乃更請決之于卜者蔡嫗，今衛君從疑而行，雖與疑決計，必與他蔡嫗敗之，則疑不得長為臣矣。”（《韓非子·外儲說右上》）
前311,311,週報王四年（西元前三一一年）,42,史料,韓、衛,,,衛嗣君之時，有人于縣令之左右，縣令發蓐而席弊甚，嗣公還，令人遺之席曰：“吾聞汝今者發蓐而席弊甚，賜汝席。”縣令大驚，以君為神也。（《韓非子·內儲說下》）
前311,311,週報王四年（西元前三一一年）,43,史料,韓、衛,,,衛嗣君使人為客過關市，關市苛難之，因事關市，以金與關吏，乃舍之。嗣公為關吏曰：“某時有客過而所，與汝金，而汝因遣之。”關市乃大恐，而以嗣公為明察。（《韓非子·內儲說上》）
前311,311,週報王四年（西元前三一一年）,44,史料,韓、魏、衛,,立,衛嗣君之時，有胥靡逃之魏，因為襄王之後治病。衛嗣君聞之，使人請以五十金買之，五反而魏王不予。乃以左氏易之。群臣左右諫曰：“夫以一都買胥靡，可乎？”王曰：“非子之所知也，夫治無小而亂無大，法不立而誅不必，雖有十左氏無益也。法立而誅必，雖失十左氏，無害也。”魏王聞之，曰：“主欲治而不聽之，不祥。”因載而往，徒獻之。（《韓非子·內儲說上》，《衛策》第十四章略同，惟無魏王獻胥靡事）
前311,311,週報王四年（西元前三一一年）,45,史料,秦,秦惠王,取、殺,東方之墨者謝子將西見秦惠王（《說苑·雜言篇》第二章“謝子”作“祁射子”）。惠王問秦之墨者唐姑梁（《淮南子·修務訓》作“唐姑梁”，《說苑·雜言》作“唐姑”）。唐姑梁恐王之親謝子賢於己也，對曰：“謝子，東方之辯士也，其為人甚險，將奮於說以取少主也。”（《淮南子》作“謝子山東辯士，固權說以取少主”）王因藏怒以待之。謝子至，說王，王弗聽。謝子不說，遂辭而行。……不以善為之愨，而徒以取少主為之悖，惠王失所以為聽矣。用志若是，見客雖勞，耳目雖弊，猶不得所謂也。此史定所以得行其邪也，此史定所以得飾鬼以人，罪殺不辜，群臣擾亂，國幾大危也。人之老也，形益衰，而智益盛。今惠王之老也，形與智皆衰邪？（《呂氏春秋·去宥》）
前311,311,週報王四年（西元前三一一年）,46,史料,秦,,,公孫竭與陰君之事，而反告之樗裡相國，以仕秦五大夫，功非不大也，然而不得入三都，又況乎無此其功而有行乎？（《呂氏春秋·無義》）
前311,311,週報王四年（西元前三一一年）,47,考案,秦,秦惠王,殺,案：史定“飾鬼以人，罪殺不辜，群臣擾亂，國幾大危”之事不詳，當發生于秦惠王之晚年，故《呂氏春秋》謂“今惠王之老也，形與智皆衰邪？”公孫竭參與“陰君之事”，亦不詳，疑與史定相關。公孫竭先參與而後向樗裡疾告密，因而“陰君之事”得以消除，其功非不大，但因彼嘗參與“陰君之事”，罰之“不得入三都”。
前311,311,週報王四年（西元前三一一年）,48,史料,秦、楚,秦惠王,,墨者有田鳩，欲見秦惠王，留秦三年而弗得見。客有言之于楚王者，往見楚王，楚王說之，與將軍之節以如秦，至，因見惠王。告人曰：“之秦之道，乃之楚乎？”(《呂氏春秋·首時》，《淮南子·道應訓》略同，雲：“出舍喟然而歎，告從者曰：‘吾留秦三年不得見，不識道之可以從楚也。’”)
前311,311,週報王四年（西元前三一一年）,49,史料,秦、楚、韓、晉、鄭,,,楚王謂田鳩曰：“墨子者，顯學也，其身體則可，其言多而不辯，何也？”曰：“昔秦伯嫁其女于晉公子，令晉為之飾裝，從衣文之媵七十人，至晉，晉人愛其妾而賤公女，此可謂善嫁妾，而未可謂善嫁女也。楚人有賣其珠于鄭者，為木蘭之櫝，薰以桂椒，綴以珠玉，飾以玫瑰，輯以翡翠，鄭人買其櫝而還其珠。此可謂善賣櫝矣，未可謂善鬻珠也。今世之談也，皆道辯說文辭之言，人主覽其文而忘有用。墨子之說，傳先王之道，論聖人之言，以宣告人。若辯其辭，則恐人懷其文而忘其直（通“值”），以文害用也。此與楚人鬻珠、秦伯嫁女同類，故其言多不辯。”（《韓非子·外儲說左上》）
前311,311,週報王四年（西元前三一一年）,50,史料,韓,,,《田俅子》三篇。（《漢書·藝文志》列墨家，班固注：“先《韓子》。”）
前311,311,週報王四年（西元前三一一年）,51,考案,,,,案：馬驌、梁玉繩、孫詒讓皆以為即田鳩，“鳩”“俅”音近。
前311,311,週報王四年（西元前三一一年）,52,史料,秦,秦惠王,殺,腹薜為墨者钜子，居秦，其子殺人。秦惠王曰：“先生之年長矣，非有他子也。寡人已令吏弗誅矣。先生之以此聽寡人也。”腹薜對曰：“墨者之法，殺人者死，傷人者刑，此所以禁殺傷人也。夫禁殺傷人者，天下之大義也，王雖為之賜，而令吏弗誅，腹薜不可不行墨者之法。”不許惠王而遂殺之。（《呂氏春秋·去私》）
前311,311,週報王四年（西元前三一一年）,53,考案,秦、楚,秦惠王,殺,案：當秦惠王時，墨為顯學，流行於楚、秦兩國。秦惠王嘗親秦之墨者唐結果。墨者田鳩留秦三年而未得見秦惠王，後為楚之使者如秦而得見。墨者钜子腹蘚又居於秦，嘗得秦惠王之優待，甚至其子殺人，王令吏勿誅。
前310,310,周赧王五年（西元前三一〇年）,1,史料,秦、齊、楚、燕、韓、趙、魏,齊宣王、燕昭王、趙武靈王、楚懷王,,秦武王元年，魏襄王九年，韓襄王二年，趙武靈王十六年，齊宣王十年，楚懷王十九年，燕昭王二年。
前310,310,周赧王五年（西元前三一〇年）,2,史料,秦、魏,張儀,,秦武王元年誅蜀相莊。張儀、魏章皆死于魏。（《六國表》）
前310,310,周赧王五年（西元前三一〇年）,3,史料,秦、魏、晉,張儀、魏惠王,伐、會,[秦]武王元年與魏惠王（當作魏襄王）會臨晉，誅蜀相莊。張儀、魏章皆東出之魏。伐義渠、丹、犁。（《秦本紀》）
前310,310,周赧王五年（西元前三一〇年）,4,史料,秦、魏、周,張儀、秦昭王,伐、卒、立、殺,[秦]惠王卒，武王立，張儀、魏章去，東之魏。蜀侯煇、相莊反，秦使甘茂定蜀。（《甘茂列傳》）案：《華陽國志》謂周赧王六年“陳莊反，殺蜀侯通國，秦遣庶長甘茂、張儀、司馬錯伐蜀”，甘茂主持平定陳莊之反。蜀侯煇反在秦昭王六年，不與“陳莊反”同時，《甘茂列傳》有誤。
